"","fire.1","fire.0","hifire95.1","hifire95.0","hifire90.1","hifire90.0","pixels_burn"
"2008",0.0343713278495887,0.0742506537839994,0.000293772032902468,0.00155302673825056,0.000587544065804935,0.00378884688816474,3404
"2009",0.0358649789029536,0.0226342747230846,0,0.00132910358779089,0,0.0014550710421301,474
"2010",0.0191570881226054,0.0174722307783432,0,0.000173744052024571,0,0.000416762753600561,261
"2011",0.0636942675159236,0.0620458512413268,0,0.00214057278909124,0.00318471337579618,0.00462521901280285,314
"2012",0.0072289156626506,0.00730756919346911,0,1.88430167015631e-06,0,8.21144416969887e-06,830
"2013",0.123249299719888,0.123254563808231,0.00280112044817927,0.00474124110871049,0.00700280112044818,0.00808375239241132,714
"2014",0.0563124432334242,0.0674798000442681,0.00272479564032698,0.00154552149544412,0.00544959128065395,0.00529001803577815,1101
