"","fire.1","fire.0","hifire95.1","hifire95.0","hifire90.1","hifire90.0","pixels_burn"
"2008",0.0105401844532279,0.00609436281660937,0,0.000136501311587721,0,0.000288457831717061,759
"2009",0.0189473684210526,0.0110132774623263,0,0,0,0.000414092915480332,475
"2010",0.0479452054794521,0.0261367933115864,0.00342465753424658,0.000506363771554665,0.00342465753424658,0.00207824898044921,292
"2011",0.0282051282051282,0.00983704839154393,0,2.11563457667026e-05,0,0.000125010774029458,390
"2012",0.0168161434977578,0.0108607494323559,0,1.88431691077485e-05,0,6.75182513396672e-05,892
"2013",0.0235849056603774,0.0129070520187315,0,0.000518524445804053,0,0.000841642829048782,424
"2014",0.0442176870748299,0.0156148112237313,0,0.000522277831116191,0,0.000765863458879324,294
"2015",0.0223325062034739,0.0128364852555552,0,0.000112902246596931,0,0.000395275794113871,403
"2016",0.0260047281323877,0.0189533285981068,0,0.000119653325780388,0,0.000508168520584804,423
"2017",0.0224438902743142,0.00665344241215739,0.00124688279301746,2.85852219177344e-05,0.00124688279301746,4.20754026497496e-05,802
"2018",0.0581929555895865,0.0431964505835356,0,0.000544129461306676,0,0.000816555295138693,653
"2019",0.050125313283208,0.0276747777147601,0,0.000410962970656973,0.0025062656641604,0.00114806810504035,399
