"","fire.1","fire.0","hifire95.1","hifire95.0","hifire90.1","hifire90.0","pixels_burn"
"2008",0.0210803689064559,0.014211165691291,0,0,0,1.62156804352931e-05,759
"2009",0.0252631578947368,0.0243151096380687,0,0.000206965628316485,0,0.00151778360865182,475
"2010",0.0171232876712329,0.0119658646923349,0,0.000186342831984755,0,0.000364473176381481,292
"2011",0.0307692307692308,0.0108889982442343,0,0.000385821885349056,0,0.000492823805698021,390
"2012",0.0168161434977578,0.0170649680243755,0,8.36318791117005e-05,0,0.000442451602619102,892
"2013",0.0117924528301887,0.0104169423323103,0,0.000186450809352244,0,0.000317134676425049,424
"2014",0.0238095238095238,0.0184912968090704,0,0.000145614178798473,0,0.00034794493425846,294
"2015",0.0347394540942928,0.0188234092885327,0,3.67972536341755e-05,0,0.000435213489509935,403
"2016",0.0189125295508274,0.0171838010137804,0,8.90509917994425e-05,0,0.000200552630467656,423
"2017",0.0374064837905237,0.0321297394113751,0,0.000495492821736431,0.00124688279301746,0.00242257028431163,802
"2018",0.0336906584992343,0.0131902354473323,0,0.000962260528542311,0.00153139356814701,0.001462922992304,653
