"","fire.1","fire.0","hifire95.1","hifire95.0","hifire90.1","hifire90.0","pixels_burn"
"2008",0.0342555994729908,0.0158875798147286,0.00131752305665349,0.000409032761529954,0.00263504611330698,0.00127956527071102,759
"2009",0.0210526315789474,0.00661191895009921,0,4.1167258862696e-05,0,0.000178587393362985,475
"2010",0.0273972602739726,0.0108438364775105,0,0,0,0.000248885306211919,292
"2011",0.0435897435897436,0.0204336793607955,0,9.19982372292557e-05,0.00256410256410256,0.000547295360572848,390
"2012",0.0325112107623318,0.0183258605199914,0,6.4750290254063e-06,0,3.49291353243979e-05,892
"2013",0.0141509433962264,0.0228863458228768,0,0.000158477397329185,0,0.000450732404525422,424
"2014",0.0374149659863946,0.0184221263820939,0,3.9637275886536e-05,0,0.000172118009231418,294
"2015",0.032258064516129,0.0101847494814144,0,6.23033123245441e-05,0,0.000168471093100595,403
"2016",0.0401891252955083,0.0223355706988448,0,0.000330482636075682,0.00236406619385343,0.00101200630541527,423
"2017",0.0162094763092269,0.00908914927159174,0,2.61738225351824e-05,0,0.000113152940429975,802
"2018",0.0306278713629403,0.010315832282112,0,0.000385313423668142,0.00153139356814701,0.000436802444212095,653
"2019",0.0676691729323308,0.0323761457015,0,3.03009467526e-05,0,0.000657388226281662,399
"2020",0.0173731758165393,0.0102077345011316,0,0.000306657311560052,0.000694927032661571,0.00112753743569146,1439
