"","fire.1","fire.0","hifire95.1","hifire95.0","hifire90.1","hifire90.0","pixels_burn"
"2008",0.0104011887072808,0.0192508199515821,0,0.000435619586017214,0,0.00251708395312013,1346
"2009",0.0343839541547278,0.0408460939440331,0,0.00210188156291706,0.00429799426934097,0.00675375476600134,698
"2010",0.0233333333333333,0.0240459219085544,0,0.00093379844850387,0,0.001840763219688,300
"2011",0.0460122699386503,0.0378951067576897,0,5.77215987666371e-05,0,0.000714832023434515,326
"2012",0.0176817288801572,0.00742790720295334,0,5.53984238410161e-05,0,0.000154831533505441,509
"2013",0.0339506172839506,0.0383801137918456,0,0.000597384417317721,0,0.00252854608288915,648
"2014",0.0425963488843813,0.0472331008216086,0,0.000334527199242777,0,0.00140550396463594,493
"2015",0.00792393026941363,0.0119082533811005,0,0.00027994892797765,0,0.000622269908331065,631
"2016",0.0773930753564155,0.070678146405099,0.00203665987780041,0.00191496032832125,0.00814663951120163,0.00526921616801357,491
"2017",0.0244821092278719,0.0389238524636153,0,0.00122564330122572,0.00188323917137476,0.00219417708789568,1062
