"","fire.1","fire.0","hifire95.1","hifire95.0","hifire90.1","hifire90.0","pixels_burn"
"2009",0.0189873417721519,0.00686819165286272,0,0,0,0,474
"2010",0.0344827586206897,0.0102841561775599,0,6.98193306084753e-11,0,6.98193306084753e-11,261
"2011",0.0318471337579618,0.0184573269093442,0,0.000115992959192072,0,0.00050542272684179,314
"2012",0.0313253012048193,0.0240132669326711,0.00240963855421687,0.000753421194917636,0.00481927710843374,0.00234358961810803,830
"2013",0.0238095238095238,0.0194720643546617,0,0.000583653537318668,0,0.00128028662419851,714
"2014",0.036330608537693,0.0230135418842602,0,8.90228061991671e-05,0,0.00101761305780087,1101
"2015",0.00579896907216495,0.00629582608808288,0,2.22428414137024e-05,0,6.50711213877019e-05,1552
"2016",0.0213178294573643,0.0306543054989383,0,0.000229056104347433,0,0.000939761470177174,516
"2017",0.0236008091706001,0.0245848229247225,0.000674308833445718,0.000561929817170914,0.00134861766689144,0.00101874096064043,1483
"2018",0.00285062713797035,0.00163017873369861,0,9.69121261528185e-07,0,5.94642152701115e-06,1754
"2019",0.0900473933649289,0.0833328926868419,0,0.00593972402614664,0.00947867298578199,0.0109212365659898,211
"2020",0.0269869513641756,0.0451499930553407,0.00148279952550415,0.00180794900353908,0.00355871886120996,0.00360739807136384,3372
