"","fire.1","fire.0","hifire95.1","hifire95.0","hifire90.1","hifire90.0","pixels_burn"
"2007",0.0203821656050955,0.0233966897735528,0,0.000671918328929958,0,0.00194416170576087,785
"2008",0.0148588410104012,0.0054837966948926,0,5.39232973214941e-06,0,8.5664272804295e-06,1346
"2009",0.0315186246418338,0.0200747636307427,0,1.50351371466417e-05,0,0.000282566316183828,698
"2010",0.0366666666666667,0.0248513770238425,0,0.000508881465539807,0,0.00216829931509696,300
"2011",0.0674846625766871,0.0599983380868841,0.00920245398773006,0.00984344516238449,0.0214723926380368,0.0130904525885659,326
"2012",0.0255402750491159,0.013744241312646,0,0.000295889797158646,0.00196463654223969,0.000710836149272815,509
"2013",0.0308641975308642,0.0181650219034695,0,5.71838487125213e-05,0,0.000142718819582229,648
"2014",0.0121703853955375,0.0130559875901352,0,5.19780734391305e-05,0,0.000149780337453502,493
"2015",0.0158478605388273,0.0189420408017752,0,0.000242455189081924,0,0.000744544596028274,631
"2016",0.0427698574338086,0.0229583650187399,0.00203665987780041,0.000779917138272568,0.00203665987780041,0.00151076846984907,491
"2017",0.0282485875706215,0.0263247806661048,0,0.000614698745986349,0,0.00191855268998009,1062
"2018",0.0575364667747164,0.079430497344334,0.000810372771474878,0.00122085914058498,0.00243111831442464,0.00866342598862025,1234
"2019",0.0899122807017544,0.104434721779808,0.00219298245614035,0.0107481825138592,0.00657894736842105,0.0168226542938131,456
