"","fire.1","fire.0","hifire95.1","hifire95.0","hifire90.1","hifire90.0","pixels_burn"
"2007",0.0089171974522293,0.0102245581960478,0,0.00015662730914669,0,0.000619163605694399,785
"2008",0.0170876671619614,0.0248470959582277,0.000742942050520059,0.00150085533039722,0.00297176820208024,0.0022903122384631,1346
"2009",0.0200573065902579,0.0224660774047935,0.00143266475644699,0.000935482248464076,0.00143266475644699,0.00171785437969179,698
"2010",0.04,0.0403856123101272,0,0.00287653194682068,0,0.00482716940268376,300
"2011",0.0214723926380368,0.0146264982233618,0,5.14315454588684e-05,0,0.000159823495829891,326
"2012",0.0196463654223969,0.0341987285485161,0,0.000390308999842171,0,0.000845511227101373,509
"2013",0.0385802469135802,0.0464315425730603,0.00154320987654321,0.000705635527290724,0.00154320987654321,0.00243809801594533,648
"2014",0.0101419878296146,0.00930997798963679,0,0.000157979189805223,0,0.000814532965747626,493
"2015",0.0697305863708399,0.0736964765990089,0.0063391442155309,0.00446108169361457,0.0158478605388273,0.0095278255745108,631
"2016",0.0509164969450102,0.0477288600326306,0.00203665987780041,0.00744709039379163,0.00814663951120163,0.0107985746284568,491
