"","fire.1","fire.0","hifire95.1","hifire95.0","hifire90.1","hifire90.0","pixels_burn"
"2007",0.00636942675159236,0.00561498405184997,0,7.92322902118909e-06,0,9.84310042662177e-05,785
"2008",0.00742942050520059,0.00394515674859908,0,6.45353296402132e-05,0,7.03142066129555e-05,1346
"2009",0.0186246418338109,0.0181606783186795,0,0.000654794579286974,0.00143266475644699,0.00250272069510719,698
"2010",0.0266666666666667,0.0361508401088412,0,0.0013885420495487,0,0.00280355713947481,300
"2011",0.0337423312883436,0.0196591972868745,0,0.000885521153287038,0,0.00143571662548535,326
"2012",0.0157170923379175,0.0129197071715637,0,6.00141748041569e-05,0,0.000158649251959614,509
"2013",0.0308641975308642,0.00892642276893827,0,0.000210126021298278,0.00154320987654321,0.000378998594473235,648
"2014",0.0283975659229209,0.0289097895511873,0.00202839756592292,0.00119482263817488,0.00202839756592292,0.00218731114077335,493
"2015",0.0332805071315372,0.0225273081024893,0.00158478605388273,0.000329790073741115,0.00158478605388273,0.00154444662732589,631
"2016",0.0162932790224033,0.0148100464627521,0,8.99456647261953e-05,0,0.000237787023476092,491
"2017",0.0564971751412429,0.0881242636142563,0.00376647834274953,0.00367673299282818,0.00753295668549906,0.0114661362187256,1062
"2018",0.0307941653160454,0.0301458228621588,0.000810372771474878,0.00202401436920169,0.00162074554294976,0.00404222914873331,1234
